post_id,source_id,source,text,label
8884,-1001950740300,TG,Напишите мне в ЛС пожалуйста,
1561,-220419216,VK,"демонтировать 70кв напольной керамической плитки, цена?",
5432,-1001233979517,TG,напиши в личку,
431,-222144515,VK,"Надо поменять линевный лоток около 16 штук ( 1 лоток 1 метр) 
и со стороны дороги срезать асфальт около 55 метров (ширина среза от лотка 8 см) и залить бетоном как на первом видео 
+79397370101 Вильдан",
6657,-1001409716498,TG,Позвони мне,
4508,-167102108,VK,"Мы в поисках продавца горячей кукурузы.
Режим работы с 10:00 до 20:00
З/п - 3500₽ фиксированно/смена (выплаты каждый день.) Рассмотрим всех и даже без опыта. Можно на подработку (студенты).
Звоните по номеру или пишите на WhatsApp:
8951(693)60-92",
3868,-158738864,VK,"1000 рублей на дороге не валяются?
Нет, но можно пройти НОВЫЙ опрос и заработать за считанные минуты!
Проверишь 👉 https://tapic.link/1XTO https://go.cpaex.ru/click?o=2473&a=5652",
2827,-197559013,VK,"❗❗❗На работу в г. Краснодар ищем 
КАМЕНЩИКА, 
ПОМОЩНИКА КАМЕНЩИКА, 
МОНТАЖНИКА ПГП❗❗❗ 
 
✅Зарплата: от 100 тыс.р., (для каменщика) 
✅от 70 тыс.р. (для помощника каменщика) 
✅от 100тыс.р. (для монтажника ПГП) 
✅Официальное трудоустройство! 
✅Возьмем студентов профтехучилищ на практику с обучением. 
✅Иногородним поможем с жильем. 
 
Обращаться по номеру +7 900 173-27-90",
3938,-158738864,VK,"Добрый вечер. 
Постелить керамогранит примерно 130 кв",
2854,-197559013,VK,"На завтра 
10 человек
ЖК Открытие
С 8:00 до 17:00
С 12:00 до 13:00
Уборка строй мусора, переноска, разнорабочка
Работа не сложная, не запрягают! 
Можно выходить до нового года каждый день
Студенты приветствуются, с 18 лет
2300/8",
1229,-222144515,VK,"Требуются мужчины грузчики на полный день. Оплата 450 рублей за час. 
Кто готов звоните: 88612050527",
6752,-1001409716498,TG,"⚫️⚫️⚫️⚪️⚪️⚫️

Новознаменский Ул. Владимира жириновского 1
к 9:00
Ещё 1 человек
Помощь каменщикам, подносить материалы
Оплата 3200/8",
1686,-202421839,VK,требуются люди на демонтаж крыши (шифер снять и железо )5-6 чел,
933,-184532299,VK,"Здравствуйте. ищу 4 помощников на 4 дня. Долбить, таскать. 4.500 в день.",
9055,-1001950740300,TG,Напишите мне у меня просто спам стоит,
5149,-167313558,VK,"Всем доброе утро 
Есть такая шабашка, нужно сегодня снять старую раковину поставить новую",
1123,-184532299,VK,Здравствуйте. разобрать кровать. 1.60 на 2 . И вынести на мусорку 50м до нее . Стоимость?,
3028,-183322855,VK,"Убрать плитку, цена, время?",
4098,-164809128,VK,"Нужны мастера по Гипсокартону! . 
Сделать 4-перегородки, а потом обшить откосы!",
8509,-1001950740300,TG,"ул. Тихорецкая, д. 40С1

4 человека с паспортами РФ 
на завтра
28 мая 10:00

Спустить снековый аппарат до 220 кг с 4 этажа пешком на улицу

Оплата 1500 рублей за задачу на каждого",
8672,-1001950740300,TG,Там Сергей админ,
4841,-155018446,VK,"Разобрать дом.Привезём, увезем. 
Какая будет цена?",
2403,-130305790,VK,"Работаем по всему Краснодарскому Краю

А так же ищем сотрудников в нашу команду

Звонить в любое время",
1654,-220419216,VK,"Нужны люди на подработку! 
 
По времени от 5 часов, оплата от 4000 рублей в день✅. 

Можно на постоянной основе. По всем подробностям писать в ЛС - https://vk.cc/cwnKxd",
7162,-1002762558087,TG,"Завтра к 11:00, 2 человека

Переезд кв Крузенштерна 6/3 
‎На Любимово 8, лифты есть, тяжёлой мебели нет

Оплата: 450р/час

Пишите в лс",
1320,-222144515,VK,"Есть мастера по натяжным потолкам?
Желательно с примерами готовых работ",
4962,-155018446,VK,"Дублирую Установить 2 двери, даборы и обналичка, на одной двери завертка. 2100 за дверь. Александр 89180305305",
101,-184532299,VK,"Добрый день. Необходимо выкопать траншею для трубы

Длинна 10м
Ширина 30см
Глубина 80см

Пишите цену в комментариях",
6235,-1001409716498,TG,"Срочно требуются грузчики Район оз Молл
700 руб в час
Всего 4 часа",
5810,-1001233979517,TG,Есть,
5073,-167313558,VK,"Здравствуйте, сделать порог, соединить ламинат с плиткой. Цена.",
7535,-1001503637616,TG,"Работа Краснодар : 
Сварщики-монтажники - сделка объект в новознаменском 
Разнорабочие - еженедельно, объект в Знаменском 
Проживание, питание по необходимости 
Инструмент наш 
+79267197283 Денис",
4920,-155018446,VK,Требуется подсобник сбить краску со стены.,
4017,-164809128,VK,"Вывести отдельную розетку под духовой шкаф и поменять 4 розетки , один выключатель и повесить люстру .",
2209,-133016868,VK,"Приглашаем на работу Водитель-курьер
⚡ Приглашаем в команду водителя-курьера на личном авто
Чем ты будешь заниматься
Забирать заказы в магазинах и доставлять их покупателям.
Созваниваться с клиентами, чтобы уточнить время доставки.
Стоит откликаться на приглашение, если:
ты хочешь получать доход на карту каждую неделю;
удобный график — твой первый приоритет;
тебе важно находиться в удобном для тебя районе.

Пеший курьер
⚡ Приглашаем в команду пешего курьера
Что нужно будет делать
Доставлять заказы в удобном районе.
При желании собирать заказы за дополнительное вознаграждение.
Время от времени созваниваться с клиентами и уточнять детали заказов.
Стоит откликаться на приглашение, если:
ты хочешь получать доход на карту каждую неделю;
удобный график — твой первый приоритет;
тебе важно находиться в удобном для тебя районе.

Сборщик
⚡ Приглашаем в команду сборщика
Чем ты будешь заниматься
Собирать заказы в магазине.
Время от времени созваниваться с клиентами и уточнять детали заказов.
Стоит откликаться на приглашение, если:
ты хочешь получать доход на карту каждую неделю;
удобный график — твой первый приоритет;
тебе важно находиться в удобном для тебя районе.",
8462,-1001950740300,TG,"Подработка для человека у кого есть личный легковой автомобиль(рабочая лошадка для перевозки инструмента). Приблизительно 1 раз в неделю необходимо загрузить, перевезти  и выгрузить инструмент на обьект,все движения только по городу Краснодару,выезд с юбилейного в разные районы.По времени обычно все занимает максимум 2 часа(погрузка 20 мин,разгрузка 20 мин,дорога не более 1 час).Необходимо перевозить(две аллюминевые стремянки длинной  1.8 м ,три ящика с инструментом размер 60×30см,строительный пылесос и по мелочи,почти все помещается в багажник,может что то в салон.Выезжать из юбилейного.Оплата 2500.Кому интересно пишите в личку  или звоните по тел.8 918 344 52 04   Владимир",
3473,-197488759,VK,Нужно устранить эту ^ проблему с трубой. Жду предложения способов и ценников. Заранее спасибо.,
5676,-1001233979517,TG,На хуй пошёл!,
3312,-183322855,VK,Помыть пол в помещении 200м2 после небольшого косметического ремонта. Цена?,
2958,-197559013,VK,"Здравствуйте. Нужны пару человек которые умеют работать с штукатуркой гипсовой! Требуется замазать после электромонтажа штробы и отверстия! Оплата ежедневно пятьдесят процентов, остальное по окончанию работ!",
1496,-220419216,VK,"❗Служба по отношению,
🔥 НЕ-Штурмовые отряды! 
До 3.400 млн сразу , ЗП от 215 тыс. руб 🪖

Лучшие условия для прохождения службы в 2026 году в Краснодарском крае:

⚡️Поможем с подбором части для Вас. ( Дроны, Водители, Связисты, ПВО и др..) 
🚍 Бесплатно довезём из любого города, встретим, поселим, накормим.
🔥 Долги списываем или ставим на паузу  
🏡 Семье — земля в крае, садик бесплатно, выплаты на детей
🏠Возможность получение земли в Краснодарском крае. 

🔻Телеграм: https://t.me/clyjba 
🔻Вк: https://vk.ru/id1097985484
☎️ Звонок +79330505045

❗Места ограничены
[2 вложения]",
3249,-183322855,VK,"Нужно сделать дровницу, под ключ, на участке.
Высота 2000мм.Ширина 2000мм.Глубина 900мм. Профиль 25×25 ×2 Рассматриваю варианты только с ценой!",
3478,-197488759,VK,"Оштукатурить стены , скорее всего по маякам. Примерно 28м2.",
4254,-164809128,VK,"Работаешь с декоративной штукатуркой или микроцементом? 
Вступай в нашу группу — здесь: 
🔸 Оптовые цены на материалы 
🔸 Кэшбэк с заказов 
🔸 Поддержка и обучение от производителя 
 
vk.com/textura_krasnodar 
 
Подключим к программе — начнёшь зарабатывать больше уже с первой закупки.",
3397,-197488759,VK,Здравствуйте.где такое можно новое заказать и установить? Полка и дверь.,
5062,-167313558,VK,"Срочно нужен Штукатур Маляр ! 
Работа обновление подъездов ! 
Оплата по этажно - 35000₽ этаж ! 
Центр !",
2199,-133016868,VK,Добрый день кто сможет изготовить данное езделие с материалом стоимость,
6222,-1001409716498,TG,"В течение полу часа 

Гидростроителей 62 к2

Один человек 
Разнорабочие умеющие пользоваться электроинструментом 
Демонтажные работы 

Оплата 3000",
5257,-167313558,VK,"Всем добрый день ,занимаюсь грузоперевозками по городу,краю,России,обращайтесь в лс или по номеру 89530739377 Владимир,есть два грузчика по желанию заказчика,постоянным клиентам хорошие скидки,работаем 24/7",
6226,-1001409716498,TG,"Требуются рабочие👨🙋‍♀️

Условия работы:
❗️- Ежедневная оплата труда.
💳 - Зп: от 6 000 за выход. (+ оплата транспорта)
🕛 - График: 5/2, с 9 до 19.
✍🏻- Опыт работы не требуется.

Если заинтересовало предложение, то пишите. 
+79510485437",
3252,-183322855,VK,"Нужны люди на кладку  пеноблока, 
Билеты покупаем 
Заработная плата от 200000 месяц 
Выплаты раз в неделю 
Подсобных рабочих, инструмент, одежда, питание предостовляем 
Работа в Краснодаре 
Пеноблок поднимает кран на этажи 
Обращаться в лс или по номеру телефона 89954714087",
8299,-1001950740300,TG,"Шпатлевка стен - 200р. кв.м.
Шпатлевка потолков с покраской - 750 р кв.м.
Поклейка обоев - 300 р. кв.м.
Покраска стен - 300 р. кв.м
Грунтовка - 50 р. кв.м.
Плитка с гидроизоляцией пола и стен 30 см - 1500 р. кв.м.
Кварцвинил - 350 р. кв.м.
Плинтус - 150 р. п.м.
Откосы - 800 р. п.м.
Город геленжик 2 разовое питание 
Гостиница на берегу моря объёмы огромные 
По всем вопросам обращаться дмитрий 
+79180453483
ЗВОНИТЬ!!!! НЕ ПИСАТЬ!!!!",
6246,-1001409716498,TG,"На вахту в Москву
Требуются комплектовщики на склад ВкусВилл

Работа по сборке заказов со сканером ТСД (всему обучат)
Жилье и питание предоставляется;
Оформляем вам медкнижку.
График 5/2 

Зарплата от 120 000 руб в месяц
Первую неделю выплачиваю каждый день, затем еженедельно без задержек
Срок вахты обсуждаем индивидуально с каждым.
Дорогу туда-обратно оплачиваем.

Обязательно наличие паспорта на руках!
По всем вопросам пишите в личку.",
8745,-1001950740300,TG,"Всех приветствую.
Нужно 3 человека с паспортами РФ.
Не халтурщики, работяги.
Объект находится Копанском
Смена 8:18 в это время входит обед, на обед даеться час.
Оплата 4200 после смены от меня лично, если нормально себя покажете то поднимем.
Работа на месяц точно.",
246,-164809128,VK,Нужен Плотник для замены половой доски в бане 5м2,
4664,-155018446,VK,"Порой так хочется смотреть что-то и расслабляться
Равиль научит отдыхать!
https://t.me/bidniRavili24",
7514,-1001503637616,TG,"На завтра  к 8:50 до 18:00 час обед

Нужно 5 человек желательно те кто готов выходить на постоянной основе!!!  Объект примерно на месяц. Работа не сложная принеси подай. 

+79316411790 Александр
Ставка фиксированная 4000. Оплата по окончанию работ",
3042,-183322855,VK,"Детская стенка стояла возле одной стены, надо переставить к другой. 
Поставить надо по уровню. Вырезать плинтус. И поменять местами боковые штуки. Цена?",
7585,-1001503637616,TG,"На пятницу к 12 нужен 1 человек загрузить в машину пакеты с медотходами, один пакет весит 15-20кг. Оплата за загрузку 3 т.р. Машина грузится 3,5 часа. Загрузка будет производится в Динской. Встреча в п.Южный или МКР Молодёжный отвезу- привезу.",
2638,-130305790,VK,Штукатурить внутри бани. Крыша и окна сейчас есть.,
1952,-202421839,VK,"Нужны два грузчика на 18:00 завтра 
Оплата 500р в час
Работы на час",
4832,-155018446,VK,"Добрый день! На субботу нужны 2 помощника в уборке территории (перекидать доски), распилить что-то на дрова. Инструмент есть. Пишите номер. Цену. Перезвоню",
1859,-202421839,VK,"Нужно снять  линолеум на кухне где-то 11кв,он посажен был на клей,только аккуратно ,там стяжка ,читала что фен строительный нужен . С ценой сразу",
8965,-1001950740300,TG,"‼️СРОЧНО‼️
Требуются ребята на монолит 15 человек с гражданством РФ и РБ
Работа в центре Москвы!
Нужны толковые ребята!
Проживание,СИЗ,инструмент-всем обеспечиваем!
Чертежи скину в лс!
Аванс 20 тыс на человека
Выплата каждые 14 дней! 

9 тыс плита
11 тыс стена
600 кубов для начала дальше больше будет
Кому интересно пишите",
4697,-155018446,VK,"Выложить плитку 40кв.м на стяжку, цена",
7327,-1002762558087,TG,"На сегодня 1 чел
‎Индустриальный
‎Магаданская 32
‎В ближайшие время
‎Разгрузка автомобильных
‎Запчастей по мелочи
‎В основном на рохле
‎Выгружает манипулятор
‎(работы часа на 4-5) 
‎Мин 500/2 вконце",
3154,-183322855,VK,"Добрый день, какая будет стоимость работ по постройке забора из проф листа - 20 м?",
2347,-130305790,VK,"❗Помоги СВОим! Контракт на выгодных условиях t.me/darya_svo, vk.ru/daryasvo

📍 ХМАО — 4 100 000 ₽ (водители С, БПЛА до 35)
📍Якутск — 3 900 000 ₽ инженерные войска, охрана, водители, бпла
📍 Москва — 2 350 000 ₽ + 100 000 ₽ (БПЛА годовой, Морская пехота, Снайперы , Танковый батальон , Артиллерийский дивизион , Реактивный артиллерийский дивизион, Зенитный дивизион, Разведывательная рота, РЭБ,  Водителей категории C, E, D) 
📍 Хабаровск/ Мос область 3 000 000₽
📍 Калуга — 2 900 000 ₽ (БПЛА до 35 срочный 1 год)
📍 Тула  — 2 000 000 ₽ делаем отношение
📍 Иваново / Н. Новгород / Великий Новгород — 1 500 000 ₽ (рембат, тыл, 12гумо, бпла, зрк, ПВО, вдв, водители С)

💸 Зарплата: 220 000 – 700 000 ₽ / месяц
➕ 20 000 ₽ на детей ежемесячно
➕ 50 000 ₽ от мэра каждый месяц
✅ Возраст 18–63 рф, 18-45 снг
✅ Нет военного билета — поможем сделать
✅ Долги / приставы / УФСИН — найдем законное решение
✅ ВИЧ, гепатит — берем

🚘 Трансфер из любого города
🏠 Проживание и питание за наш счет
📄 Помощь с документами и полное сопровождение
🕐 Куратор Дарья 24/7 на связи 

Ты получаешь:
🇷🇺 Статус ветерана боевых действий
💳 Защиту выплат от списаний
📉 Списание долгов до 10 млн ₽
🎓 Льготы для семьи и детей
⚖️ Бесплатную юридическую помощь

❗ Не берем: инвалидность, списанных МО, женщин.

📩 Куратор Дарья ответит на все вопросы:
Telegram: t.me/darya_svo
☎️ +7 (993) 900-26-13 МАХ
✔️vk.ru/daryasvo

🇷🇺 До победы осталось немного!",
3729,-158738864,VK,"Нам нужны менеджера по продажам (бань и бытовок )
удаленно 
от 18 лет 
Для работы нужно быть в гибком графике 
И умение пользоватся телефоном

Основные задачи размешать обьявления 
и принимать звонки от клиентов 
переводить на нашего менеджера

Работаем через площадку Авито 

Писать по вакансии сюда @banyapodkluch01",
7996,-1001503637616,TG,"Завтра 10:00
4 человека 
Фрунзе 163 
Загрузка  3 холодильных шкафов и одна камера 
400мин3 работы на пол часа",
5460,-1001233979517,TG,"Район западный обход,героя ростовского,дом позже напишу. нужно 2 грузчика поднять на лифте строй материал  500/2, если вдруг с лифтом,что случится,600/2в течении часа-двух",
8682,-1001950740300,TG,"Братан, оно того не стоит, 12 часов за 3200?",
3204,-183322855,VK,"Нужно демонтировать стяжку, примерно 20м2.
Цену в комент.",
337,-155018446,VK,"Пpocтo мяcopубкa нa тpacce Краснодар-Джубга... B лeгкoвыx aвтo exaлo 8 cтудeнтoв нa дeнь poждeния в Джубгу... Пpaздник cмeнилcя тpaуpoм. 
 
Cтpaшнaя aвapия пpoизoшлa ceгoдня утpoм (24 aпpeля). Пoдpoбнocти ДTП и винoвники утoчняютcя, нo вce 8 чeлoвeк, кoтopыe нaxoдилиcь в лeгкoвыx aвтo, пoгибли нa мecтe. Boдитeль гpузoвикa дocтaвлeн в бoльницу в тяжeлoм cocтoянии. 
 
Bидeo c мecтa пpиcлaли нaм в peдaкцию кaнaлa ""Moй peгиoн"". Дocтупнo пo ccылкe http://vk.cc/cVSM2I 
Cлишкoм жecтoкиe кaдpы, тут пoкaзaть нe мoжeм.",
8270,-1001950740300,TG,"Сегодня 1 человек, Школьная 19, убока входных групп в подъездах, 1-го этажа и лифтовых кабин. Оплата 500 руб. /подъезд, всего 4 подъезда. Инвентарь выдам. На объект к 12 часам. Мой 8-900-25-20-918. Оплата на месте по факту выполненного объёма.",
7730,-1001503637616,TG,"Ищу сотрудников для работы.
Оплата — 5500 рублей в день, возможен дополнительный заработок за переработки.
График ориентировочно с 10:00 до 17:00. Работы много.
Есть возможность дальнейшего постоянного трудоустройства.
Кому интересно — пишите.",
8861,-1001950740300,TG,Срочно нужна работа на завтра ❗️,
5044,-167313558,VK,"Нужно вычистить квартиру после родственничка мусора очень много, пишите кто возьмется и за сколько, квартира 30 квадратов.",
9005,-1001950740300,TG,Наличка,
9073,-1002881593549,TG,"На выполнение работ по сносу объектов капитального строительства в интересах пассажирского вагонного депо Новороссийск - СП Северо-Кавказского филиала АО ФПК ,в 2026 году 👷 требуется подрядчик!

Заказчик: АКЦИОНЕРНОЕ ОБЩЕСТВО ""ФЕДЕРАЛЬНАЯ ПАССАЖИРСКАЯ КОМПАНИЯ"" 
Место исполнения: Краснодарский край г. Анапа 
Окончание подачи заявок: 15.06.2026 08:00 
Начальная цена: 1 064 851 ₽ 

📱: +79053079185",
2656,-197559013,VK,"Завтра нужен один человек вынести мусор не много ,первый этаж
Работы на 30 минут
Цена?
Пишите",
6524,-1001409716498,TG,"Частный дом, ничего сложного.",
516,-197559013,VK,"АРКА на фото, Нужно срочно подшпаклевать там где маленькие сколы, зашкурить, покрасить, и наклеить уголки на арку что бы обои не задирались.",
6963,-1002762558087,TG,"Моя заявка Закрыта 🔒
Кто хочет в резерв, пишите слово резерв (с пересланной заявкой)",
7118,-1002762558087,TG,"На сейчас!!!
Труда 277
2 человека
500/2
Нужно поднять около 30 пачек плитки на 2 этаж.",
4969,-167313558,VK,"Ситуация такая, влюблен в женщину, ей 35 лет. Недавно стали жить вместе, в моей квартире! Она сказала, что у неё двое маленьких детей. Я понял, принял, естественно она переехала с двумя дочерьми ко мне! Я работаю мини вахтами, неделя там, неделя дома.
Приезжаю с вахты, а на моей ванной моется посиоррнняя девушка! После моего шока, она вышла и так спокойно заявляет, что она старшая дочь моей возлюбленной, и та её родила в 16 лет!
Сказать что я, был в шоке ничего не сказать! Во первых, меня обманула моя любовь, во вторых эта наглая девица очень недвусмысленно со мной общается, строит глазки, ходит по дому в мини юбочке! Как так, ведь она по сути ещё ребёнок, да к тому же таким образом предаёт свою мать! Поговорил с любимой, ни к чему не пришли! Она сказала, что я все придумываю, и типа возомнил из себя альфа самца! Что мне делать? Женщину свою я люблю, детей её тоже, но не понимаю, как я буду уживаться с её похотливой дочерью в одной квартире!? До этого старшая дочь жила в другом городе, с бабушкой, но сейчас та умерла...",
6808,-1001409716498,TG,"В течение полу часа 
Тепличная 62/1 кор 6

2человека
Спустить и загрузить строительный мусор в машину
(~140мешков всего будет 3 человека)

500/2",
6763,-1001409716498,TG,"Срочно, на ближайшее время 
2 человека 
Всего будет 6
Одесская 41 А
Собирать/грузить стойки для стеллажей 
500 руб/ч, мин 3 ч",
3994,-164809128,VK,"Здравствуйте, уложить керамогранит 120*60, 75 кв.Цена?",
5782,-1001233979517,TG,Готов но мне добраться около часа,
1112,-184532299,VK,Всем здравствуйте. нужно поднять дачный домик(небольшой). Бюджет 70 т.р,
6024,-1001233979517,TG,"Подскажите, есть ли сейчас дополнительные скидки или акции для Ozon? Хочу оформить заказ, но в приложении пока ничего интересного не нашёла 🤷‍♀️",
6553,-1001409716498,TG,Продам шпаклевка шитрок 15 ведер,
8128,-1001503637616,TG,"На ближайшее!

Динская 

До 08:00 перекуры+обед
3000₽


2 грузчика 

Выгрузка сырья для производства конфет в мешках. 

18+ паспорт
Отправлю на такси!",
8164,-1001503637616,TG,"Мужики просто прибейте его номер в гетконтакте,то что он пишет это полнейший бред,мы вчера сделали свою работу честно,перевезли 10 кубов земли,все на объекте это подтвердят,его на объекте даже не было,не слушайте этот бред,большая просьба не выходите на его заявки",
8099,-1001503637616,TG,"Тополиная 34. 
Один человек на ближайшее время. 
Тяпкой поработать, траву покосить, ветки убрать и т.п

Цена 3200 руб. Смена 8 часов. Возможно отпустят раньше

Забрали",
6962,-1002762558087,TG,"Воронежская 47/5

Один человек. 

Разнорабочка. 

Цена 3000/8.

Оплата от меня.

Закрыто",
2639,-130305790,VK,"Здравствуйте, нужно снять старую плитку и положить новую",
6078,-1001233979517,TG,Александра и Карина в бан за неуплату,
9079,-1002881593549,TG,"Ищу подработку. Пишите в личку. Живу на КСК. Выезжаю по всему городу. Перенести, затащить, разгрузить и подобная работа.",
7102,-1002762558087,TG,"Закрыто 
40 лет Победы/Московская
Разнорабочка, уборка, вынос мусора. Без посредников
25+
500 р/ час ~ 3-4 ч .
Контактный номер, сколько добираться в Личку. 
Оплата в конце",
3570,-197488759,VK,"Доброволец на СВО 🪖

Только мужчины❗️

   Имеются проблемы со здоровьем ❓ 
   Мы поможем ❗️ 
   К каждому кандидату индивидуальный подход.

   Возраст 18-60лет. 
💰 Единоразовая выплата от 1500000-2100000 рублей. 

   💴 Ежемесячное довольствие 210.000 - 310.000. 

   Для заключения контракта у нас самый минимальный пакет документов:
  
🪪 Паспорт
☑️ ИНН 
☑️ Снилс

   Наши преимущества:

🔑 Контракт под ключ на прямую с Министерством РФ, с возможностью выбора войска

📃 Восстановление любых утерянных или отсутствующих документов

🚖 Полное сопровождение транспортом до военной части

👨‍⚕️ Медицинская комиссия, в течение 3 часов, вы пройдёте все анализы и врачей без очередей.
  
💸 Освобождение от кредитов 

# Освобождение от имеющихся уголовных дел

💰 Окажем материальную поддержку
🏡 оплатим проживание
 🍽️ Оплатим питание  до заключения договора

   Все интересующие вопросы можно задать в Telegram: или WhatsApp 79779195555

https://wa.me/79779195555

Или по номеру телефона 📱:
📞 89779195555",
1755,-202421839,VK,Прикрутить фанеру на пол и гипсу к стенам. Цена за кв м?,
2936,-197559013,VK,"Добрый день. Ищу подсобника на работу с сантехникой, первые две недели оплата 2500 смена дальше больше, расчëт каждые 2 недели, потом можно и на сделку встать, желательно опыт работы и личное авто. Не пьющие, желание зарабатывать. Работа по городу. На данный момент объект находится на западном обходе ЖК "" Самолëт",
8285,-1001950740300,TG,Принял,
4719,-155018446,VK,"Здравствуйте, на завтра или в воскресенье нужна газель с грузчиками, перевезти вещи которые на фото( из тяжёлого стиральная машина, шкаф, остальное вещи, коробки) Пишите цену под ключ и номер телефона",
1790,-202421839,VK,"Сколько будет стоить пропилить(продолбить) проем 2,10 на 90 и ширина 12см,с вывозом мусора , второй этаж. Стена кирпич",
1756,-202421839,VK,"Выкопать яму под фундамент 
Дом 5 на 7
Глубина 1метр
Ширина 40см
Цена?
Пишите в комментарии",
3679,-158738864,VK,"Нужен толковый плиточник. Работа с широкоформатной плиткой и с 30*60.
Скрутка коробов, распайка. 
Нужен мастер универсал по сантехнике и плитке
Нужно сделать сан узел под ключ жк Панорама.
Бюджет 120 000р
Работы дней на 10-12 
89892804942 Андрей
Оплата по факту всей выполненной работы. Нужно сделать хорошо ! Также если все ок еще два объекта будет в этом же ЖК.",
7882,-1001503637616,TG,"Срочно нужны 2 человек 

Аэропортовская 2/3

Нужно пособирать мусор, отнести коробки, убрать помещение.

8 часов 

Оплата 3000₽",
7169,-1002762558087,TG,"На ближайшие время
Западный обход 29, магазин Лента
1 человек 
Выгрузка шин
450/2


Закрыл",
2203,-133016868,VK,"Нужно спустить с 4 этажа , и выкинуть желательно увести на вашей газели",
1469,-220419216,VK,"Нужно установить дверную коробку, без двери. На кухню",
3790,-158738864,VK,Добрый день ! Установить 5 меж - комнатных дверей ?( цена ) район Репина !,
216,-220419216,VK,Снять старые доски (старый пол) все почистить и увезти их в неизвестном направлении 10м2. Бюджет 10 к,
4625,-167102108,VK,"На завтра на подработку требуются Разнорабочие старше 25 лет.
Оплата 4000 руб. на руки в конце рабочего дня. Работаем с 8 до 18 с перерывом на обед. Все подробности по телефону 8-962-868-7000 Пишите на ватсапп, как зовут и возраст.
Важно! Выходить на работу без перегара!

— Забираю и привожу на Российскую (к Ленте) Объект находится рядом с кп Изумрудный город.

В ВК комментарии не читаю! Пишите на ватсапп!",
5173,-167313558,VK,"Нужно разобрать старый шкаф и выкинуть 
Плачу 2000 р",
6840,-1001409716498,TG,"Добрый вечер 🌇 
Подскажите пожалуйста, кто может добавить в группы в вотсапе подобного плана, по Краснодару?",
204,-220419216,VK,"всем огромный привет. Нужно вывести мусор
Мешки не тяжёлые
3 этаж без лифта с машиной и грузчиков
Какая цена и когда сможете",
5700,-1001233979517,TG,"На сегодня нужен 1 человек к 11:30 до 17:30 или к 13:00 до 19:00, загрузить и выгрузить 2 газели веток, так же поднести ветки к куче, 2000₽, снт северный",
7483,-1001503637616,TG,"Сегодня 08.05
ЖК друг 
Владимира Жириновского 7 
Разнорабочие 3000/8 
2 чел 
К 8:00-17:00",
4432,-167102108,VK,"❗️ TATTOO & PIERCING ❗️

◽️Специальная цена – 5500₽ за тату 
до 20 см!  (чтобы узнать условия акции, отправь в ЛС слово «АКЦИЯ» и вам пришлют подробную информацию)
◽️Пирсинг - от 600₽ !

🌟 Мастер работает в комфортной для вас студии.

❤️ Вопросы и запись: 

Мастер татуировки и пирсинга: 
vk.com/id.penny
Посмотреть работы вы можете в этом посте и в личном портфолио: 
https://t.me/Tattoo_Krasnodar_piercing74_igla

❤️ Почему выбирают именно нас?

◽️ Индивидуальный подход к каждому клиенту
◽️ Чистота и безопасность процесса
◽️ Используем только качественные материалы
◽️ Уютная атмосфера

🪄 Преобразите себя с помощью искусства татуировки и пирсинга! 

📍 г. Краснодар",
1848,-202421839,VK,"Здравствуйте 
Требуется сантехник 
Поменять в офисе смеситель и арматуру в сливном бочке( купили уже) 
Цена?",
3208,-183322855,VK,"Срочно требуются грузчики, сортировщики(цы), уборщики(цы), оклад от 4000 рублей за смену. Форму выдадим. Ежедневная оплата. Медкнижка не нужна. Пишите на ватсап: +79834129684

Или делайте репост записи - с вами лично свяжется менеджер и согласует все условия.",
4429,-167102108,VK,"Подпиши контракт в хорошее место службы и по самым выгодным условиям! 

wa.me/79164768996
t.me/ekaterina_svo

Идет набор в следующие в/ч: 

🔹в/ч 01005 / Разведывательная рота (Покровское направление) 
✅оператор БПЛА
✅разведчик 
✅снайпер-разведчик

🔹в/ч 53015 / Танковый батальон (Артемовское направление)
✅оператор БПЛА
✅радиотелефонист
✅номер расчета
✅водитель 
✅повар 
✅танкист 
✅сапер
✅снайпер
✅медик

🔹в/ч 53195 / Артиллерия (Луганское направление)
✅оператор БПЛА
✅оператор ударного БПЛА 
✅радиотелефонист 
✅номер расчета (ствольная артиллерия, самоходная артиллерия, реактивная артиллерия)
✅водитель (подвоз тех имущества) 
✅механик
✅сварщик
✅оператор птур

❗️Условия: отсутствие судимостей(можно погашенные), отсутствие серьезных болезней. 

Подписание контракта в эти в/ч через Оренбург или Саратов. 

🇷🇺Регионы и выплаты:
📍Саратов - 3.000.000 руб
📍Воронеж - 2.500.000 руб
📍Оренбург - 2.400.000 руб 
📍Москва - 2.300.000 руб (ежемесячно к зп +50.000 руб от Мэра Москвы)
📍Кострома - 1.400.000 руб 

❗️также контракт можно подписать: без военного билета; с судимостями; с болезнями(ВИЧ/гепатит); иностранцам СНГ; с отношением в любой военный округ. 

Оплачиваем дорогу, предоставляем питание и проживание, помогаем в прохождении комиссии. 

Более подробная и качественная консультация:

wa.me/79164768996
t.me/ekaterina_svo",
